MRGID,preferredGazetteerName,placeType,gazetteerSource,status,accepted,latitude,longitude,minLatitude,minLongitude,maxLatitude,maxLongitude,boundingBoxWKT,geometryAvailable,geometryCount,geometryURLs,recordURL
15645,Ejska gulf,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15645,46.411,38.212,,,,,,false,0,,https://www.marineregions.org/mrgid/15645
12403,Erebus and Terror Gulf,Gulf,SCAR Composite Gazetteer,standard,12403,-63.9166667,-56.6666667,,,,,,false,0,,https://www.marineregions.org/mrgid/12403
3679,Euviokos Kolpos,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3679,38.48972222222222,23.597777777777775,,,,,,false,0,,https://www.marineregions.org/mrgid/3679
36302,Exmouth Gulf,Gulf,Marrow M.P. (2019). Seven new species of Vexillum (Gastropoda: Costellariidae) from Western Australia. Acta Conchyliorum. 19: 77-94,standard,36302,-21.75,114.3667,,,,,,false,0,,https://www.marineregions.org/mrgid/36302
14979,Feodosiys'ka Zatoka,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,14979,45.0833333,35.5833333,,,,,,false,0,,https://www.marineregions.org/mrgid/14979
18554,Fonseca Gulf,Gulf,,deleted,21633,,,,,,,,false,0,,https://www.marineregions.org/mrgid/18554
3526,Genoa Gulf,Gulf,ASFA thesaurus,standard,3526,43.90083333333333,9.125277777777779,,,,,,true,1,https://www.marineregions.org/mrgid/3526/geometries?source=169&attributeValue=3526,https://www.marineregions.org/mrgid/3526
3415,Golf de Sant Jordi,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3415,40.861111111111114,0.8138888888888889,,,,,,false,0,,https://www.marineregions.org/mrgid/3415
17599,Golfe Normano-Breton,Gulf,Aphia,standard,17599,49,-2.33,,,,,,true,1,https://www.marineregions.org/mrgid/17599/geometries?source=169&attributeValue=17599,https://www.marineregions.org/mrgid/17599
3477,Golfe d'Aigues-Mortes,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3477,43.516666666666666,4.05,43.39,3.72,43.58,4.17,"POLYGON ((3.72 43.39, 4.17 43.39, 4.17 43.58, 3.72 43.58, 3.72 43.39))",false,0,,https://www.marineregions.org/mrgid/3477
65576,Golfe de Fos-sur-Mer,Gulf,"Aurélien SCHMITT, Mark HOEBEKE (2025). Toponymes marins et côtiers en France métropolitaine",altclass,65576,43.40259,4.8982,43.35514,4.78661,43.4862,4.97743,"POLYGON ((4.78661 43.35514, 4.97743 43.35514, 4.97743 43.4862, 4.78661 43.4862, 4.78661 43.35514))",true,1,https://www.marineregions.org/mrgid/65576/geometries?source=287&attributeValue=1da3197d-c44c-40bf-a380-e52b0d440cbb,https://www.marineregions.org/mrgid/65576
3879,Golfe de Gabès,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3879,34.065,10.36888888888889,,,,,,true,1,https://www.marineregions.org/mrgid/3879/geometries?source=169&attributeValue=3879,https://www.marineregions.org/mrgid/3879
20103,Golfe de Girolata,Gulf,Algologie (Ugent),standard,20103,42.3376,8.59494,,,,,,true,1,https://www.marineregions.org/mrgid/20103/geometries?source=169&attributeValue=20103,https://www.marineregions.org/mrgid/20103
3478,Golfe de Stes Maries,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3478,43.445277777777775,5.519444444444445,,,,,,false,0,,https://www.marineregions.org/mrgid/3478
14693,Golfe de Tadjoura,Gulf,Aphia,standard,14693,11.6642,43.079,11.54,42.68,11.8,43.06,"POLYGON ((42.68 11.54, 43.06 11.54, 43.06 11.8, 42.68 11.8, 42.68 11.54))",false,0,,https://www.marineregions.org/mrgid/14693
3481,Golfe du Fos,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3481,43.41027777777778,4.926666666666667,,,,,,false,0,,https://www.marineregions.org/mrgid/3481
3452,Golfe du Lion,Gulf,Wikipedia,standard,3452,43,4,,,,,,true,1,https://www.marineregions.org/mrgid/3452/geometries?source=19&attributeValue=61931522,https://www.marineregions.org/mrgid/3452
65539,Golfe du Morbihan,Gulf,"Aurélien SCHMITT, Mark HOEBEKE (2025). Toponymes marins et côtiers en France métropolitaine",altclass,65539,47.58618,-2.82313,47.53648,-2.99381,47.69695,-2.6855,"POLYGON ((-2.99381 47.53648, -2.6855 47.53648, -2.6855 47.69695, -2.99381 47.69695, -2.99381 47.53648))",true,1,https://www.marineregions.org/mrgid/65539/geometries?source=287&attributeValue=54e71734-748e-4ccf-9a55-a097cd0627a6,https://www.marineregions.org/mrgid/65539
64252,Golfo Corcovado,Gulf,GeoNames,standard,64252,-43.33435,-73.42154,,,,,,false,0,,https://www.marineregions.org/mrgid/64252
4328,Golfo San Jorge,Gulf,Wikipedia,standard,4328,-46.0591666666667,-66.4169444444445,,,,,,true,1,https://www.marineregions.org/mrgid/4328/geometries?source=19&attributeValue=1310768,https://www.marineregions.org/mrgid/4328
4327,Golfo San Matias,Gulf,Wikipedia,standard,4327,-41.5580555555556,-64.3727777777778,,,,,,true,1,https://www.marineregions.org/mrgid/4327/geometries?source=19&attributeValue=8519759,https://www.marineregions.org/mrgid/4327
3390,Golfo de Almeria,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3390,36.76833333333333,-2.41916666666667,36.7,-2.19,36.83,-2.63,"POLYGON ((-2.19 36.7, -2.63 36.7, -2.63 36.83, -2.19 36.83, -2.19 36.7))",false,0,,https://www.marineregions.org/mrgid/3390
8901,Golfo de Batabano,Gulf,Les Watling,standard,8901,22.2229,-82.7301,,,,,,true,1,https://www.marineregions.org/mrgid/8901/geometries?source=169&attributeValue=8901,https://www.marineregions.org/mrgid/8901
32452,Golfo de Morrosquillo,Gulf,GeoNames,standard,32452,9.58333,-75.66667,,,,,,false,0,,https://www.marineregions.org/mrgid/32452
21432,Golfo de Penas,Gulf,GeoNames,standard,21432,-47.36667,-74.83333,,,,,,true,1,https://www.marineregions.org/mrgid/21432/geometries?source=169&attributeValue=21432,https://www.marineregions.org/mrgid/21432
15138,Golfo de Roses,Gulf,Masdea,standard,15138,42.17,3.25,,,,,,true,1,https://www.marineregions.org/mrgid/15138/geometries?source=169&attributeValue=15138,https://www.marineregions.org/mrgid/15138
3401,Golfo de Valencia,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3401,39.79333333333333,0.21805555555555556,,,,,,true,1,https://www.marineregions.org/mrgid/3401/geometries?source=19&attributeValue=61735002,https://www.marineregions.org/mrgid/3401
3601,Golfo dell' Asinara,Gulf,ASFA thesaurus,standard,3601,40.886944444444445,8.500277777777777,,,,,,false,0,,https://www.marineregions.org/mrgid/3601
3599,Golfo di Cagliari,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3599,39.15138888888889,9.196111111111112,,,,,,true,1,https://www.marineregions.org/mrgid/3599/geometries?source=19&attributeValue=62259250,https://www.marineregions.org/mrgid/3599
3596,Golfo di Castellamare,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3596,38.07777777777778,12.938611111111111,,,,,,false,0,,https://www.marineregions.org/mrgid/3596
3588,Golfo di Catania,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3588,37.401944444444446,15.120000000000001,37.29,15.28,37.57,15.04,"POLYGON ((15.28 37.29, 15.04 37.29, 15.04 37.57, 15.28 37.57, 15.28 37.29))",false,0,,https://www.marineregions.org/mrgid/3588
3566,Golfo di Corigliano,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3566,39.73083333333334,16.58222222222222,,,,,,false,0,,https://www.marineregions.org/mrgid/3566
3555,Golfo di Gaeta,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3555,41.19277777777778,13.69888888888889,,,,,,false,0,,https://www.marineregions.org/mrgid/3555
3597,Golfo di Gela,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3597,36.99888888888889,14.224722222222223,,,,,,false,0,,https://www.marineregions.org/mrgid/3597
3564,Golfo di Gioia,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3564,38.53638888888889,15.902777777777779,,,,,,true,1,https://www.marineregions.org/mrgid/3564/geometries?source=19&attributeValue=62390361,https://www.marineregions.org/mrgid/3564
3606,Golfo di Manfredonia,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3606,41.53777777777778,15.96888888888889,,,,,,false,0,,https://www.marineregions.org/mrgid/3606
3558,Golfo di Napoli,Gulf,ASFA thesaurus,standard,3558,40.7,14.25,40.62,14.5,40.83,14.16,"POLYGON ((14.5 40.62, 14.16 40.62, 14.16 40.83, 14.5 40.83, 14.5 40.62))",false,0,,https://www.marineregions.org/mrgid/3558
3598,Golfo di Noto,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3598,36.89111111111111,15.175833333333333,,,,,,false,0,,https://www.marineregions.org/mrgid/3598
3600,Golfo di Orosei,Gulf,ASFA thesaurus,standard,3600,40.886944444444445,9.685833333333333,,,,,,true,1,https://www.marineregions.org/mrgid/3600/geometries?source=19&attributeValue=62128184,https://www.marineregions.org/mrgid/3600
3592,Golfo di Palermo,Gulf,ASFA thesaurus,standard,3592,38.11333333333334,13.421388888888888,,,,,,true,1,https://www.marineregions.org/mrgid/3592/geometries?source=169&attributeValue=3592,https://www.marineregions.org/mrgid/3592
3562,Golfo di Palicastro,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3562,39.85861111111111,15.74861111111111,,,,,,false,0,,https://www.marineregions.org/mrgid/3562
3560,Golfo di Salerno,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3560,40.55777777777777,14.778611111111111,40.25,15.07,40.6,14.3,"POLYGON ((15.07 40.25, 14.3 40.25, 14.3 40.6, 15.07 40.6, 15.07 40.25))",false,0,,https://www.marineregions.org/mrgid/3560
3563,Golfo di Santa Eufemia,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3563,38.812777777777775,16.163888888888888,,,,,,false,0,,https://www.marineregions.org/mrgid/3563
3565,Golfo di Squillace,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3565,38.85527777777778,16.748055555555556,,,,,,true,1,https://www.marineregions.org/mrgid/3565/geometries?source=19&attributeValue=62390360,https://www.marineregions.org/mrgid/3565
3567,Golfo di Taranto,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3567,39.89,17.230555555555554,39.38,18.38,40.72,16,"POLYGON ((18.38 39.38, 16 39.38, 16 40.72, 18.38 40.72, 18.38 39.38))",false,0,,https://www.marineregions.org/mrgid/3567
3591,Golfo di Termini Imerese,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3591,38.01083333333333,13.744166666666667,,,,,,false,0,,https://www.marineregions.org/mrgid/3591
8981,Gulf Saint Vincent,Gulf,Les Watling,standard,8981,-34.7722,138.0749,-35.8,138.5,-34.2,137.68,"POLYGON ((138.5 -35.8, 137.68 -35.8, 137.68 -34.2, 138.5 -34.2, 138.5 -35.8))",false,0,,https://www.marineregions.org/mrgid/8981
31771,Gulf of Anadyr,Gulf,,deleted,4311,,,,,,,,false,0,,https://www.marineregions.org/mrgid/31771
31618,Gulf of Cambay ,Gulf,GeoNames,standard,31618,20.73052,72.29749,,,,,,false,0,,https://www.marineregions.org/mrgid/31618
4346,Gulf of Carpentaria,Gulf,Wikipedia,standard,4346,-14.1625,139.22583333333333,,,,,,true,1,https://www.marineregions.org/mrgid/4346/geometries?source=19&attributeValue=142868544,https://www.marineregions.org/mrgid/4346
63059,Gulf of Castellammare,Gulf,"D'Anna, G.; Giacalone, V.M.; Pipitone, C.; Badalamenti, F. (2011). Movement pattern of white seabream, Diplodus sargus (L., 1758) (Osteichthyes, Sparidae) acoustically tracked in an artificial reef area. Ital. J. Zoolog. 78(2): 255-263. https://hdl.handle.net/10.1080/11250000903464059 ",standard,63059,38.05,12.91666667,,,,,,false,0,,https://www.marineregions.org/mrgid/63059
16564,Gulf of Enez,Gulf,GeoNames,standard,16564,40.75,25.9166667,,,,,,false,0,,https://www.marineregions.org/mrgid/16564
15662,Gulf of Espiye,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15662,40.576,38.418,,,,,,false,0,,https://www.marineregions.org/mrgid/15662
32623,Gulf of Evia,Gulf,,deleted,17529,,,,,,,,false,0,,https://www.marineregions.org/mrgid/32623
15147,Gulf of Evvoia,Gulf,,deleted,17529,,,,,,,,false,0,,https://www.marineregions.org/mrgid/15147
21633,Gulf of Fonseca,Gulf,Mangroves,standard,21633,13.25,-87.75,,,,,,true,1,https://www.marineregions.org/mrgid/21633/geometries?source=169&attributeValue=21633,https://www.marineregions.org/mrgid/21633
2413,Gulf of Gdansk,Gulf,ASFA thesaurus,standard,2413,54.56666667,19.18333333,54.3,18.34,54.95,19.88,"POLYGON ((18.34 54.3, 19.88 54.3, 19.88 54.95, 18.34 54.95, 18.34 54.3))",false,0,,https://www.marineregions.org/mrgid/2413
15133,Gulf of Genoa,Gulf,,deleted,3526,,,,,,,,false,0,,https://www.marineregions.org/mrgid/15133
17608,Gulf of Goletta,Gulf,Aphia,standard,17608,36.81464,10.3129,,,,,,false,0,,https://www.marineregions.org/mrgid/17608
5217,Gulf of Heraklion,Gulf,BIOMARE,standard,5217,35.36666667,25.06666667,,,,,,false,0,,https://www.marineregions.org/mrgid/5217
31756,Gulf of Kamchatka,Gulf,GeoNames,standard,31756,55.58333,162.35,,,,,,false,0,,https://www.marineregions.org/mrgid/31756
17457,Gulf of Kutch,Gulf,Aphia,standard,17457,22.6,69.5,,,,,,true,1,https://www.marineregions.org/mrgid/17457/geometries?source=169&attributeValue=17457,https://www.marineregions.org/mrgid/17457
15148,Gulf of Lakonia,Gulf,Masdea,standard,15148,36.6,22.7,,,,,,true,1,https://www.marineregions.org/mrgid/15148/geometries?source=169&attributeValue=15148,https://www.marineregions.org/mrgid/15148
31994,Gulf of Lingayen,Gulf,GeoNames,standard,31994,16.2484,120.23477,,,,,,false,0,,https://www.marineregions.org/mrgid/31994
8940,Gulf of Maine,Gulf,"Van Guelpen, L. and M.K. Kennedy. 2011. The history of Canadian registers of marine species 2001-2009. Can. Tech. Rep. Fish. Aquat. Sci. 2906: iv + 20 pp.",standard,8940,44.5722222222,-67.31,39.65,-71.1,46.02,-62.28,"POLYGON ((-71.1 39.65, -62.28 39.65, -62.28 46.02, -71.1 46.02, -71.1 39.65))",true,12,https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=0 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=1 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=10 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=11 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=12 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=2 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=3 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=4 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=5 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=6 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=8 | https://www.marineregions.org/mrgid/8940/geometries?source=66&attributeValue=9,https://www.marineregions.org/mrgid/8940
4270,Gulf of Mannar,Gulf,Wikipedia,standard,4270,8.161111111111111,78.90805555555556,,,,,,true,1,https://www.marineregions.org/mrgid/4270/geometries?source=19&attributeValue=97386543,https://www.marineregions.org/mrgid/4270
22290,Gulf of Martaban,Gulf,GeoNames,standard,22290,16.520833,97.011944,,,,,,true,1,https://www.marineregions.org/mrgid/22290/geometries?source=169&attributeValue=22290,https://www.marineregions.org/mrgid/22290
16475,Gulf of Nhatrang,Gulf,Aphia,synonym,8902,12.237864,109.20873,,,,,,true,1,https://www.marineregions.org/mrgid/16475/geometries?source=169&attributeValue=16475,https://www.marineregions.org/mrgid/16475
31468,Gulf of Nicoya,Gulf,GeoNames,standard,31468,9.75354,-84.6857,,,,,,false,0,,https://www.marineregions.org/mrgid/31468
15986,Gulf of Odessa,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15986,46.311,30.46,,,,,,false,0,,https://www.marineregions.org/mrgid/15986
31791,Gulf of Olenyok,Gulf,GeoNames,standard,31791,73.31996,121.31889,,,,,,false,0,,https://www.marineregions.org/mrgid/31791
4315,Gulf of Panama,Gulf,Wikipedia,standard,4315,8.219444444444445,-79.2508,7.33,-80.5,9.25,-78.37,"POLYGON ((-80.5 7.33, -78.37 7.33, -78.37 9.25, -80.5 9.25, -80.5 7.33))",false,0,,https://www.marineregions.org/mrgid/4315
17609,Gulf of Papua,Gulf,Aphia,standard,17609,-8.5,145,,,,,,true,1,https://www.marineregions.org/mrgid/17609/geometries?source=169&attributeValue=17609,https://www.marineregions.org/mrgid/17609
31778,Gulf of Patience,Gulf,Wikipedia,standard,31778,49,143.5,,,,,,false,0,,https://www.marineregions.org/mrgid/31778
29864,Gulf of Piran,Gulf,Wikipedia,standard,29864,45.504444,13.561944,,,,,,true,1,https://www.marineregions.org/mrgid/29864/geometries?source=169&attributeValue=29864,https://www.marineregions.org/mrgid/29864
3877,Gulf of Salum,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3877,31.646944444444443,25.33833333333333,,,,,,false,0,,https://www.marineregions.org/mrgid/3877
19523,Gulf of Santos,Gulf,Wikipedia,standard,19523,,,,,,,,false,0,,https://www.marineregions.org/mrgid/19523
49716,Gulf of St. Lawrence,Gulf,Canadian Geographical Names Database (CGND),synonym,4290,46.500069,-61.499271,,,,,,true,5,https://www.marineregions.org/mrgid/49716/geometries?source=195&attributeValue=AAWFK | https://www.marineregions.org/mrgid/49716/geometries?source=195&attributeValue=BADXW | https://www.marineregions.org/mrgid/49716/geometries?source=195&attributeValue=CBPLY | https://www.marineregions.org/mrgid/49716/geometries?source=195&attributeValue=DACVQ | https://www.marineregions.org/mrgid/49716/geometries?source=195&attributeValue=EFGGM,https://www.marineregions.org/mrgid/49716
3823,Gulf of Taganrog,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3823,47,38.8333333,,,,,,false,0,,https://www.marineregions.org/mrgid/3823
4308,Gulf of Tatary,Gulf,"(1953). Limits of oceans and seas. 3rd edition. IHO Special Publication, 23. International Hydrographic Organization (IHO): Monaco. 38 pp.",standard,4308,50,141,46.55,142.35,51.91,140.37,"POLYGON ((142.35 46.55, 140.37 46.55, 140.37 51.91, 142.35 51.91, 142.35 46.55))",false,0,,https://www.marineregions.org/mrgid/4308
18884,Gulf of Tehuantepec,Gulf,IMIS,standard,18884,16,-94.833333,,,,,,true,1,https://www.marineregions.org/mrgid/18884/geometries?source=169&attributeValue=18884,https://www.marineregions.org/mrgid/18884
4333,Gulf of Tonkin,Gulf,Wikipedia,standard,4333,19.841388888888886,107.8236111111111,17.084079742,105.616088867,21.920320511,110.042808533,"POLYGON ((105.616088867 17.084079742, 110.042808533 17.084079742, 110.042808533 21.920320511, 105.616088867 21.920320511, 105.616088867 17.084079742))",true,1,https://www.marineregions.org/mrgid/4333/geometries?source=19&attributeValue=103677958,https://www.marineregions.org/mrgid/4333
21433,Gulf of Uraba,Gulf,GeoNames,standard,21433,8.41667,-76.88333,,,,,,true,1,https://www.marineregions.org/mrgid/21433/geometries?source=169&attributeValue=21433,https://www.marineregions.org/mrgid/21433
17610,Gulf of Venezuela,Gulf,Aphia,standard,17610,11.5,-71,,,,,,true,1,https://www.marineregions.org/mrgid/17610/geometries?source=169&attributeValue=17610,https://www.marineregions.org/mrgid/17610
3610,Gulf of Venice,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3610,45.393055555555556,13.001388888888888,,,,,,true,1,https://www.marineregions.org/mrgid/3610/geometries?source=19&attributeValue=73793613,https://www.marineregions.org/mrgid/3610
31734,Gulf of Yenesi,Gulf,GeoNames,standard,31734,72.40101,80.53446,,,,,,false,0,,https://www.marineregions.org/mrgid/31734
15655,Gulf of Zbur'ivka,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15655,46.2811,32.2,,,,,,false,0,,https://www.marineregions.org/mrgid/15655
15659,Gulf of ünye,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15659,41.076,37.194,,,,,,false,0,,https://www.marineregions.org/mrgid/15659
19265,Gulfo de Honduras,Gulf,IMIS,standard,19265,16.3333,-88,,,,,,true,1,https://www.marineregions.org/mrgid/19265/geometries?source=169&attributeValue=19265,https://www.marineregions.org/mrgid/19265
3882,Hammamet Gulf,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3882,36.1325,10.676666666666666,35.76,10.34,36.5,10.93,"POLYGON ((10.34 35.76, 10.93 35.76, 10.93 36.5, 10.34 36.5, 10.34 35.76))",false,0,,https://www.marineregions.org/mrgid/3882
15460,Holubina Gulf,Gulf,GeoNames,standard,15460,44.85,29.1,,,,,,false,0,,https://www.marineregions.org/mrgid/15460
9240,Ibero-Moroccan Gulf,Gulf,Masdea,standard,9240,36,-8,33.52,-7.53,36.99,-9.18,"POLYGON ((-7.53 33.52, -9.18 33.52, -9.18 36.99, -7.53 36.99, -7.53 33.52))",false,0,,https://www.marineregions.org/mrgid/9240
4345,Joseph Bonaparte Gulf,Gulf,Wikipedia,standard,4345,-14.2872222222222,128.6761111111111,,,,,,true,1,https://www.marineregions.org/mrgid/4345/geometries?source=19&attributeValue=135069788,https://www.marineregions.org/mrgid/4345
15682,Karkinyts'ka gulf,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15682,45.810313,33.053601,,,,,,false,0,,https://www.marineregions.org/mrgid/15682
3878,Khalïj Surt,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3878,31.24361111111111,17.85611111111111,,,,,,false,0,,https://www.marineregions.org/mrgid/3878
14770,Kolpos Kavala,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,14770,40.8576,24.4563,,,,,,true,1,https://www.marineregions.org/mrgid/14770/geometries?source=169&attributeValue=14770,https://www.marineregions.org/mrgid/14770
14769,Kolpos Orfanou,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,14769,40.698,23.8507,,,,,,true,1,https://www.marineregions.org/mrgid/14769/geometries?source=169&attributeValue=14769,https://www.marineregions.org/mrgid/14769
3677,Korinthiakos Kolpos,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3677,38.20388888888889,22.575555555555557,,,,,,false,0,,https://www.marineregions.org/mrgid/3677
3613,Kvarner Gulf,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3613,44.84055555555556,14.170555555555556,,,,,,true,1,https://www.marineregions.org/mrgid/3613/geometries?source=169&attributeValue=3613,https://www.marineregions.org/mrgid/3613
3671,Kyparissiakos Kolpos,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3671,37.45888888888889,21.547777777777778,,,,,,false,0,,https://www.marineregions.org/mrgid/3671
17674,Kólpos Kassándras,Gulf,Aphia,standard,17674,40.1,23.5,,,,,,true,1,https://www.marineregions.org/mrgid/17674/geometries?source=169&attributeValue=17674,https://www.marineregions.org/mrgid/17674
4305,Liaodong Wan,Gulf,GeoNames,standard,4305,40.30833333333333,121.39166666666668,,,,,,true,1,https://www.marineregions.org/mrgid/4305/geometries?source=19&attributeValue=110166016,https://www.marineregions.org/mrgid/4305
3483,Marseille Gulf,Gulf,ASFA thesaurus,standard,3483,43.25,5.25,43.28445,5.36819,43.3479,5.21988,"POLYGON ((5.36819 43.28445, 5.21988 43.28445, 5.21988 43.3479, 5.36819 43.3479, 5.36819 43.28445))",false,0,,https://www.marineregions.org/mrgid/3483
15656,Obytichna gulf,Gulf,GIS meteorology of Azov and Black Seas author Vladimir Belokopytov MhI NAS Ukraine email:belo(at)vip.sevsky.net,standard,15656,46.233,35.36,,,,,,false,0,,https://www.marineregions.org/mrgid/15656
33865,Orokolo Bay,Gulf,GeoNames,standard,33865,-7.888,145.306,,,,,,true,1,https://www.marineregions.org/mrgid/33865/geometries?source=169&attributeValue=33865,https://www.marineregions.org/mrgid/33865
3680,Pagasitikos Kolpos,Gulf,"(2001). The Times comprehensive atlas of the world. 10th ed. Times Books: London. ISBN 0-7230-0792-6. 67, 220, 124 plates pp.",standard,3680,39.217222222222226,23.010277777777777,,,,,,true,1,https://www.marineregions.org/mrgid/3680/geometries?source=19&attributeValue=64290816,https://www.marineregions.org/mrgid/3680
19269,"Paria, Gulf of",Gulf,IMIS,standard,19269,10.3333,-62,,,,,,true,1,https://www.marineregions.org/mrgid/19269/geometries?source=169&attributeValue=19269,https://www.marineregions.org/mrgid/19269
